date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,Binghamton,Home,W,85-47,362,NR,Q4
Nov 8,Delaware State,Home,W,83-43,,NR,Q4
Nov 15,Drexel,Neutral,W,80-50,219,NR,Q4
Nov 18,Monmouth,Home,W,78-73,194,NR,Q4
Nov 24,Houston,Neutral,L,78-74,4,NR,Q1
Nov 25,Kansas,Neutral,L,71-60,14,NR,Q1
Nov 26,Iowa State,Neutral,L,95-64,8,NR,Q1
Dec 2,Tennessee,Home,W,62-60,22,NR,Q1
Dec 11,Saint Joseph's,Home,W,71-63,156,NR,Q3
Dec 13,Hofstra,Home,L,70-69,103,NR,Q3
Dec 17,Mercyhurst,Home,W,76-62,282,NR,Q4
Dec 20,Northeastern,Home,W,91-83,273,NR,Q4
Dec 22,Stonehill,Home,W,77-48,338,NR,Q4
Dec 31,Clemson,Home,L,64-61,32,NR,Q2
Jan 6,Georgia Tech,Away,W,82-72,163,NR,Q3
Jan 10,Pittsburgh,Away,W,83-72,122,NR,Q2
Jan 13,Florida State,Home,W,94-86,82,NR,Q3
Jan 17,Boston College,Away,L,81-73,153,NR,Q3
Jan 21,Virginia Tech,Home,L,76-74,56,NR,Q2
Jan 24,Miami (FL),Home,L,85-76,35,NR,Q2
Jan 27,NC State,Away,L,88-68,29,NR,Q1
Jan 31,Notre Dame,Home,W,86-72,87,NR,Q3
Feb 2,North Carolina,Away,L,87-77,25,NR,Q1
Feb 7,Virginia,Away,L,72-59,19,NR,Q1
Feb 11,California,Home,W,107-100,60,NR,Q2
Feb 14,Southern Methodist,Home,W,79-78,36,NR,Q2
Feb 16,Duke,Away,TBD,,2,NR,Q1
Feb 21,North Carolina,Home,TBD,,25,NR,Q1
Feb 28,Wake Forest,Away,TBD,,64,NR,Q1
Mar 3,Louisville,Away,TBD,,12,NR,Q1
Mar 7,Pittsburgh,Home,TBD,,122,NR,Q3
